Indicator,Country,Time,Value,Flags
Percentage of students in lower secondary education who are female (%),Russian Federation,2008,49.07691,
Percentage of students in lower secondary education who are female (%),Russian Federation,2009,49.24548,
Percentage of students in lower secondary education who are female (%),Russian Federation,2011,49.08755,
Percentage of students in lower secondary education who are female (%),Russian Federation,2012,49.06818,
Percentage of students in secondary education who are female (%),Egypt,1999,46.74515,ﾇ
Percentage of students in secondary education who are female (%),Egypt,2000,47.05282,ﾇ
Percentage of students in secondary education who are female (%),Egypt,2001,47.26582,ﾇ
Percentage of students in secondary education who are female (%),Egypt,2003,47.29688,ﾇ
Percentage of students in secondary education who are female (%),Egypt,2004,47.38814,ﾇ
Percentage of students in secondary education who are female (%),Egypt,2009,48.51815,
Percentage of students in secondary education who are female (%),Egypt,2010,48.05861,
Percentage of students in secondary education who are female (%),Egypt,2011,48.46033,
Percentage of students in secondary education who are female (%),Egypt,2012,48.49162,
Percentage of students in post-secondary non-tertiary education who are female (%),East Asia and the Pacific,1999,47.49043,
Percentage of students in post-secondary non-tertiary education who are female (%),East Asia and the Pacific,2000,48.11213,
Percentage of students in post-secondary non-tertiary education who are female (%),East Asia and the Pacific,2001,47.60028,
Percentage of students in post-secondary non-tertiary education who are female (%),East Asia and the Pacific,2002,47.51705,ﾇ
Percentage of students in post-secondary non-tertiary education who are female (%),East Asia and the Pacific,2003,47.92893,ﾇ
Percentage of students in post-secondary non-tertiary education who are female (%),East Asia and the Pacific,2004,53.67654,ﾇ
Percentage of students in post-secondary non-tertiary education who are female (%),East Asia and the Pacific,2005,49.06678,ﾇ
Percentage of students in post-secondary non-tertiary education who are female (%),East Asia and the Pacific,2006,49.28417,
Percentage of students in post-secondary non-tertiary education who are female (%),East Asia and the Pacific,2007,50.07278,
Percentage of students in post-secondary non-tertiary education who are female (%),East Asia and the Pacific,2008,50.10539,
Percentage of students in post-secondary non-tertiary education who are female (%),East Asia and the Pacific,2009,49.74458,
Percentage of students in post-secondary non-tertiary education who are female (%),East Asia and the Pacific,2010,49.01053,ﾇ
Percentage of students in post-secondary non-tertiary education who are female (%),East Asia and the Pacific,2011,49.82225,
Percentage of students in post-secondary non-tertiary education who are female (%),East Asia and the Pacific,2012,49.89083,
Percentage of students in secondary education who are female (%),Holy See,1999,,a
Percentage of students in secondary education who are female (%),Holy See,2000,,a
Percentage of students in secondary education who are female (%),Holy See,2001,,a
Percentage of students in secondary education who are female (%),Holy See,2002,,a
Percentage of students in secondary education who are female (%),Holy See,2003,,a
Percentage of students in secondary education who are female (%),Holy See,2004,,a
Percentage of students in secondary education who are female (%),Holy See,2005,,a
Percentage of students in secondary education who are female (%),Holy See,2006,,a
Percentage of students in secondary education who are female (%),Holy See,2007,,a
Percentage of students in secondary education who are female (%),Holy See,2008,,a
Percentage of students in secondary education who are female (%),Holy See,2009,,a
Percentage of students in secondary education who are female (%),Holy See,2010,,a
Percentage of students in secondary education who are female (%),Holy See,2011,,a
Percentage of students in secondary education who are female (%),Holy See,2012,,a
Percentage of students in secondary education who are female (%),Holy See,2013,,a
Percentage of students in post-secondary non-tertiary education who are female (%),Yemen,2001,15.62794,
Percentage of students in post-secondary non-tertiary education who are female (%),Yemen,2004,20.67139,ﾇ
Percentage of students in post-secondary non-tertiary education who are female (%),Yemen,2005,23.87422,
Percentage of students in post-secondary non-tertiary education who are female (%),Yemen,2008,,a
Percentage of students in post-secondary non-tertiary education who are female (%),Yemen,2010,,a
Percentage of students in post-secondary non-tertiary education who are female (%),Yemen,2011,,a
Percentage of students in post-secondary non-tertiary education who are female (%),Yemen,2012,,a
Percentage of students in secondary education who are female (%),Trinidad and Tobago,2004,51.07088,+
Percentage of students in primary education who are female (%),South and West Asia,1999,43.61894,
Percentage of students in primary education who are female (%),South and West Asia,2000,43.74842,
Percentage of students in primary education who are female (%),South and West Asia,2001,43.93327,
